gene	consensus_z	consensus_p	consensus_fdr	n_primary_endpoints	n_positive_endpoint_z	n_negative_endpoint_z	mean_abs_endpoint_z	direction_in_chk1i_sensitive_state	abs_consensus_z
SMIM1	-5.375665693927598	7.630024721465617e-08	7.39804114155035e-06	3	0	3	3.103642035462535	lower_in_sensitive	5.375665693927598
HBD	-5.366308241507108	8.036455472545622e-08	7.724193098158476e-06	3	0	3	3.0982395077886355	lower_in_sensitive	5.366308241507108
ATP6V1H	-5.366074473095694	8.04687269315395e-08	7.724193098158476e-06	3	0	3	3.098104541533378	lower_in_sensitive	5.366074473095694
THAP8	-5.36492707906613	8.098192918785752e-08	7.734781475365616e-06	3	0	3	3.097442093281543	lower_in_sensitive	5.36492707906613
LSM6	5.353291760646777	8.636841851015373e-08	8.19577967195517e-06	3	3	0	3.0907244390600224	higher_in_sensitive	5.353291760646777
CLTC	-5.352677293015145	8.666232281523594e-08	8.19577967195517e-06	3	0	3	3.0903696760074912	lower_in_sensitive	5.352677293015145
PAAF1	-5.351478879340013	8.723832126148388e-08	8.209810252833175e-06	3	0	3	3.089677771549553	lower_in_sensitive	5.351478879340013
CENPN	5.348949936459087	8.84660069504433e-08	8.284733665534685e-06	3	3	0	3.088217685696485	higher_in_sensitive	5.348949936459087
UBE2QL1	-5.3468711359322425	8.948768015605905e-08	8.339730503087483e-06	3	0	3	3.08701748965272	lower_in_sensitive	5.3468711359322425
DUSP16	-5.3429430237110065	9.1449514730732e-08	8.481390259906247e-06	3	0	3	3.0847495930043825	lower_in_sensitive	5.3429430237110065
CEP128	5.340828256468361	9.25228791110167e-08	8.539683813333166e-06	3	3	0	3.083528631567568	higher_in_sensitive	5.340828256468361
LMNTD2	-5.338906685721207	9.350875390428274e-08	8.589383050021147e-06	3	0	3	3.082419212179431	lower_in_sensitive	5.338906685721207
IGFBP5	-5.335456094598004	9.530468894746075e-08	8.678392045432655e-06	3	0	3	3.0804270124655866	lower_in_sensitive	5.335456094598004
DOP1B	-5.335309260065812	9.538184819180592e-08	8.678392045432655e-06	3	0	3	3.0803422375088996	lower_in_sensitive	5.335309260065812
NIP7	5.329865072301036	9.828575997875885e-08	8.900424622982134e-06	3	3	0	3.077199034237387	higher_in_sensitive	5.329865072301036
VEGFB	-5.3273755436224475	9.964200856135751e-08	8.953361393702094e-06	3	0	3	3.075761704184649	lower_in_sensitive	5.3273755436224475
TMEM129	-5.3267104450033385	1.0000739718423043e-07	8.953361393702094e-06	3	0	3	3.0753777093178685	lower_in_sensitive	5.3267104450033385
PIPOX	-5.326181786605768	1.0029875376595014e-07	8.953361393702094e-06	3	0	3	3.075072488249722	lower_in_sensitive	5.326181786605768
SCGB2A1	-5.325391542853047	1.0073580899258529e-07	8.953361393702094e-06	3	0	3	3.0746162408063626	lower_in_sensitive	5.325391542853047
C1orf43	-5.324029782060921	1.0149327854423157e-07	8.979115029917777e-06	3	0	3	3.073830027846457	lower_in_sensitive	5.324029782060921
ANLN	5.322293799292693	1.0246690321591469e-07	9.023667926326284e-06	3	3	0	3.072827757727912	higher_in_sensitive	5.322293799292693
ZNF396	-5.320993317595471	1.0320219401067448e-07	9.046921098707437e-06	3	0	3	3.072076924269945	lower_in_sensitive	5.320993317595471
CLDN3	-5.3139709619765165	1.0726171837483134e-07	9.317640301959985e-06	3	0	3	3.0680225653629964	lower_in_sensitive	5.3139709619765165
RAB19	-5.313750903601276	1.0739139620005087e-07	9.317640301959985e-06	3	0	3	3.0678955146008136	lower_in_sensitive	5.313750903601276
LIN7A	-5.313149721748108	1.0774643957886845e-07	9.317640301959985e-06	3	0	3	3.067548422096055	lower_in_sensitive	5.313149721748108
CYP4B1	-5.311282350168807	1.0885652328498696e-07	9.33140540662043e-06	3	0	3	3.0664702946120688	lower_in_sensitive	5.311282350168807
TIGD3	-5.311246843015445	1.0887773784159684e-07	9.33140540662043e-06	3	0	3	3.0664497945475166	lower_in_sensitive	5.311246843015445
AK9	-5.305273477481817	1.125041985287608e-07	9.561447916407336e-06	3	0	3	3.0630010703487094	lower_in_sensitive	5.305273477481817
SERBP1	5.3051863738831875	1.1255793463423575e-07	9.561447916407336e-06	3	3	0	3.0629507810625927	higher_in_sensitive	5.3051863738831875
ZC3H10	-5.30409603475987	1.132326935366846e-07	9.576393174084894e-06	3	0	3	3.0623212734762375	lower_in_sensitive	5.30409603475987
MUCL1	-5.295966805870405	1.1838834425979733e-07	9.968506285524514e-06	3	0	3	3.057627860988601	lower_in_sensitive	5.295966805870405
CRACDL	-5.293922850389385	1.1971995652418778e-07	1.0036610154372738e-05	3	0	3	3.0564477827414223	lower_in_sensitive	5.293922850389385
EXD3	-5.29283952273656	1.204315957492051e-07	1.005237293562278e-05	3	0	3	3.055822323229443	lower_in_sensitive	5.29283952273656
ZDHHC24	-5.29048612955523	1.2199167386983532e-07	1.0138511493303457e-05	3	0	3	3.0544635910426936	lower_in_sensitive	5.29048612955523
SRARP	-5.288317004453433	1.2344690382517193e-07	1.0215231291532977e-05	3	0	3	3.053211246081265	lower_in_sensitive	5.288317004453433
COA4	-5.287437070245955	1.2404201333249578e-07	1.0220423055610533e-05	3	0	3	3.0527032158297085	lower_in_sensitive	5.287437070245955
BET1L	-5.2853400903174	1.25471435397016e-07	1.0294019729709032e-05	3	0	3	3.051492523903472	lower_in_sensitive	5.2853400903174
GLYATL1B	-5.2813622604951505	1.2822686544553559e-07	1.0475316437546351e-05	3	0	3	3.0491959227848056	lower_in_sensitive	5.2813622604951505
CENPE	5.279243723214279	1.2971816851077609e-07	1.0552243216397795e-05	3	3	0	3.0479727847154057	higher_in_sensitive	5.279243723214279
SLC39A11	-5.276960694816246	1.3134404391378233e-07	1.0639421751294486e-05	3	0	3	3.046654677655234	lower_in_sensitive	5.276960694816246
SUCO	-5.274344705250349	1.332312804250266e-07	1.0746950090754876e-05	3	0	3	3.0451443353751664	lower_in_sensitive	5.274344705250349
RASSF7	-5.271216611262741	1.355224125362653e-07	1.0851761826392504e-05	3	0	3	3.04333832946937	lower_in_sensitive	5.271216611262741
GPR137	-5.2710288330021395	1.3566115420013548e-07	1.0851761826392504e-05	3	0	3	3.043229915640064	lower_in_sensitive	5.2710288330021395
TSR2	-5.2683400945465175	1.376628849935073e-07	1.0940440003740534e-05	3	0	3	3.0416775717689304	lower_in_sensitive	5.2683400945465175
YPEL3	-5.2680114666809965	1.3790949478618653e-07	1.0940440003740534e-05	3	0	3	3.041487838382308	lower_in_sensitive	5.2680114666809965
LRRIQ4	-5.255764317572393	1.4741097003971713e-07	1.164607326264399e-05	3	0	3	3.034416943547651	lower_in_sensitive	5.255764317572393
TPRN	-5.252374323740544	1.5015091500234828e-07	1.181392322219296e-05	3	0	3	3.0324597296962814	lower_in_sensitive	5.252374323740544
RPL18A	5.249225756088531	1.5273980001740072e-07	1.1956697664638863e-05	3	3	0	3.03064190331483	higher_in_sensitive	5.249225756088531
ILDR1	-5.248658067302322	1.532111483228024e-07	1.1956697664638863e-05	3	0	3	3.030314148041296	lower_in_sensitive	5.248658067302322
ARHGEF12	-5.246777221931103	1.5478287407292465e-07	1.2030451888469666e-05	3	0	3	3.0292282414599185	lower_in_sensitive	5.246777221931103
PIF1	5.245213399868661	1.561015410645576e-07	1.2084021715150713e-05	3	3	0	3.028325368371204	higher_in_sensitive	5.245213399868661
HDAC11	-5.236875859301932	1.6331746138486494e-07	1.259184186211501e-05	3	0	3	3.023511687080623	lower_in_sensitive	5.236875859301932
CAMSAP3	-5.233049942850383	1.667356646622648e-07	1.2803965160744638e-05	3	0	3	3.021302793187424	lower_in_sensitive	5.233049942850383
PLAUR	5.2269801628856465	1.723009779958843e-07	1.317862221340632e-05	3	3	0	3.0177984040908616	higher_in_sensitive	5.2269801628856465
SPDYE8	5.2258952989580365	1.7331441688173166e-07	1.3203532441648748e-05	3	3	0	3.0171720576102223	higher_in_sensitive	5.2258952989580365
RFX8	5.220940754386203	1.7801648952238814e-07	1.3493869003070613e-05	3	3	0	3.014311549967962	higher_in_sensitive	5.220940754386203
HASPIN	5.220406070183014	1.7853123902385331e-07	1.3493869003070613e-05	3	3	0	3.014002849899319	higher_in_sensitive	5.220406070183014
SMOX	5.218441942758052	1.8043451772669e-07	1.3584242632615665e-05	3	3	0	3.0128688604017952	higher_in_sensitive	5.218441942758052
MAPT	-5.217438386520917	1.8141454042473995e-07	1.3604673230758427e-05	3	0	3	3.012289456938138	lower_in_sensitive	5.217438386520917
TBC1D9	-5.2124422120151985	1.8637063382139963e-07	1.3921958864214902e-05	3	0	3	3.0094049142423427	lower_in_sensitive	5.2124422120151985
SCAMP2	-5.20187396967503	1.9728900212595406e-07	1.4586752322921747e-05	3	0	3	3.003303336682386	lower_in_sensitive	5.20187396967503
ZNF652	-5.201855197909476	1.9730893510384133e-07	1.4586752322921747e-05	3	0	3	3.0032924987984893	lower_in_sensitive	5.201855197909476
SLC48A1	-5.201628776913778	1.975495157807925e-07	1.4586752322921747e-05	3	0	3	3.0031617745756733	lower_in_sensitive	5.201628776913778
PRRX2	5.190325045951361	2.099272895448574e-07	1.5441318408743958e-05	3	3	0	2.9966355624616745	higher_in_sensitive	5.190325045951361
MID2	-5.188301756110408	2.122205203649697e-07	1.555041812964385e-05	3	0	3	2.995467415527352	lower_in_sensitive	5.188301756110408
KIF20A	5.186459455005856	2.1432965868819256e-07	1.5645250142570042e-05	3	3	0	2.9944037624887105	higher_in_sensitive	5.186459455005856
ADCY2	-5.18365827188879	2.1757542615343155e-07	1.5822019057930224e-05	3	0	3	2.992786498662023	lower_in_sensitive	5.18365827188879
EBPL	5.180638659642781	2.2112748039291499e-07	1.601964290031389e-05	3	3	0	2.9910431247189417	higher_in_sensitive	5.180638659642781
TTC23L	-5.179767313721143	2.2216284361523e-07	1.603414387866611e-05	3	0	3	2.990540052916527	lower_in_sensitive	5.179767313721143
MYO1D	-5.175043199922487	2.278582536431817e-07	1.638360581813409e-05	3	0	3	2.98781258454319	lower_in_sensitive	5.175043199922487
C17orf113	-5.164077154951549	2.4162802294907924e-07	1.730886113647919e-05	3	0	3	2.9814813355272736	lower_in_sensitive	5.164077154951549
IER3	5.1632780055963705	2.426623276233621e-07	1.7318332214547605e-05	3	3	0	2.9810199464319385	higher_in_sensitive	5.1632780055963705
OSM	5.162568016911919	2.435848224488086e-07	1.731978304211936e-05	3	3	0	2.9806100342738486	higher_in_sensitive	5.162568016911919
ATPSCKMT	-5.160452147570944	2.4635412800709287e-07	1.7452053688118704e-05	3	0	3	2.9793884365402667	lower_in_sensitive	5.160452147570944
KCNQ1	-5.159508741246872	2.4759866411651107e-07	1.7475732182752864e-05	3	0	3	2.9788437606451086	lower_in_sensitive	5.159508741246872
EXOSC9	5.158457096461254	2.489931466576783e-07	1.750978179316523e-05	3	3	0	2.97823659324504	higher_in_sensitive	5.158457096461254
PTPN2	5.1569624999554	2.509880441797487e-07	1.758565135825845e-05	3	3	0	2.9773736875500556	higher_in_sensitive	5.1569624999554
ZBTB7B	-5.139491385256252	2.754831210382194e-07	1.9231727118879043e-05	3	0	3	2.9672867347754597	lower_in_sensitive	5.139491385256252
LRRC8C	5.137381728096073	2.7859269038752035e-07	1.9378342282824693e-05	3	3	0	2.966068723646132	higher_in_sensitive	5.137381728096073
CREB3L4	-5.132168169116166	2.864234050247795e-07	1.9777943088975966e-05	3	0	3	2.9630586739656466	lower_in_sensitive	5.132168169116166
IL31RA	5.131984355647604	2.867033344014368e-07	1.9777943088975966e-05	3	3	0	2.962952549210092	higher_in_sensitive	5.131984355647604
GPR84	5.131509198246267	2.8742817594667644e-07	1.9777943088975966e-05	3	3	0	2.9626782169565224	higher_in_sensitive	5.131509198246267
RAB9A	-5.130766474498387	2.885647300061591e-07	1.9785234595208007e-05	3	0	3	2.9622494052007506	lower_in_sensitive	5.130766474498387
EPB41	-5.128682659466932	2.9177670844140333e-07	1.9934267788818724e-05	3	0	3	2.961046314031399	lower_in_sensitive	5.128682659466932
CCDC24	-5.121324164468978	3.033975671628223e-07	2.0654703880822205e-05	3	0	3	2.9567978849634997	lower_in_sensitive	5.121324164468978
MED29	-5.114935681148614	3.1384788073568814e-07	2.129064174686834e-05	3	0	3	2.9531094923987737	lower_in_sensitive	5.114935681148614
RFT1	5.112533362852702	3.1786682440808967e-07	2.1487349630234174e-05	3	3	0	2.95172251328395	higher_in_sensitive	5.112533362852702
IGSF5	-5.10993772023241	3.222650272025523e-07	2.170822453415649e-05	3	0	3	2.9502239183184042	lower_in_sensitive	5.10993772023241
ARFIP2	-5.105939622928517	3.291547837782188e-07	2.209480258382603e-05	3	0	3	2.947915615763755	lower_in_sensitive	5.105939622928517
SRPRA	-5.095609777504248	3.476205119298634e-07	2.325302643912724e-05	3	0	3	2.9419516767273666	lower_in_sensitive	5.095609777504248
SEC11C	-5.094902948373006	3.489199536149467e-07	2.3258907185763007e-05	3	0	3	2.9415435887381727	lower_in_sensitive	5.094902948373006
MAP6	-5.091834412480527	3.546157434325002e-07	2.355679253431536e-05	3	0	3	2.939771968714632	lower_in_sensitive	5.091834412480527
DTHD1	5.086907616775907	3.639490051319568e-07	2.409342413973554e-05	3	3	0	2.9369274818883273	higher_in_sensitive	5.086907616775907
ANTXR2	5.08517209248643	3.6729288301628366e-07	2.423123288022891e-05	3	3	0	2.935925476472613	higher_in_sensitive	5.08517209248643
KLHL17	5.080513809005602	3.7641536995517027e-07	2.474802148081972e-05	3	3	0	2.9332360152509946	higher_in_sensitive	5.080513809005602
SLC37A1	-5.079449211475051	3.785307005855873e-07	2.480215832710616e-05	3	0	3	2.932621369580153	lower_in_sensitive	5.079449211475051
LMNB1	5.077432494945071	3.825693622476964e-07	2.4981519103507738e-05	3	3	0	2.9314570177486896	higher_in_sensitive	5.077432494945071
ELAPOR1	-5.075632325770854	3.8620946729182354e-07	2.5133726620570944e-05	3	1	2	3.026379233659695	lower_in_sensitive	5.075632325770854
B3GNTL1	5.073663354686213	3.9022917410017445e-07	2.5309525960726857e-05	3	3	0	2.9292809036056244	higher_in_sensitive	5.073663354686213
KARS1	5.059319694413065	4.207549225902826e-07	2.7130485295107715e-05	3	3	0	2.920999587485758	higher_in_sensitive	5.059319694413065
GRIN2D	5.059149043778679	4.21131608393692e-07	2.7130485295107715e-05	3	3	0	2.9209010622960583	higher_in_sensitive	5.059149043778679
BCL2	-5.054041986805676	4.3255645038426236e-07	2.777330680427113e-05	3	0	3	2.9179525015779277	lower_in_sensitive	5.054041986805676
HPX	-5.053240671797906	4.3437597156350116e-07	2.779716634025365e-05	3	0	3	2.9174898621424865	lower_in_sensitive	5.053240671797906
THTPA	-5.045372856206206	4.526378081315468e-07	2.886211593395517e-05	3	0	3	2.9129473766926837	lower_in_sensitive	5.045372856206206
LAIR1	5.04478806802989	4.5402432607846967e-07	2.886211593395517e-05	3	3	0	2.912609749081669	higher_in_sensitive	5.04478806802989
CACNA1D	-5.042106617667068	4.6043461154476384e-07	2.9173015420582102e-05	3	0	3	2.911061612992875	lower_in_sensitive	5.042106617667068
KCND3	-5.041268221650418	4.624567370431936e-07	2.920475143998431e-05	3	0	3	2.9105775648269745	lower_in_sensitive	5.041268221650418
SV2B	-5.039349714950535	4.671162588347574e-07	2.9402288318392372e-05	3	0	3	2.909469914467355	lower_in_sensitive	5.039349714950535
TMEM127	-5.036532341148951	4.7404104756135474e-07	2.974065369634931e-05	3	0	3	2.907843302944603	lower_in_sensitive	5.036532341148951
JHY	-5.034225084476399	4.79785671486577e-07	3.000301407556777e-05	3	0	3	2.9065112076836157	lower_in_sensitive	5.034225084476399
G6PC3	-5.032092747207367	4.851544379145354e-07	3.013739382232802e-05	3	0	3	2.9052801021873367	lower_in_sensitive	5.032092747207367
FAM47E	-5.031766220677197	4.859816601215171e-07	3.013739382232802e-05	3	0	3	2.905091582007245	lower_in_sensitive	5.031766220677197
SPDL1	5.031505152012189	4.866440298427798e-07	3.013739382232802e-05	3	3	0	2.9049408539432258	higher_in_sensitive	5.031505152012189
CPEB4	-5.029332863683854	4.921893115758244e-07	3.0382798725507004e-05	3	0	3	2.9036866826921046	lower_in_sensitive	5.029332863683854
KIF15	5.025756203142926	5.014526053313288e-07	3.0855407426765545e-05	3	3	0	2.9016216967659996	higher_in_sensitive	5.025756203142926
RAB39B	-5.024287417698252	5.05305154761328e-07	3.099312575433858e-05	3	0	3	2.9007736930941355	lower_in_sensitive	5.024287417698252
MMUT	-5.016478793293043	5.262708229295553e-07	3.212798647664382e-05	3	0	3	2.896265381691787	lower_in_sensitive	5.016478793293043
PGAP3	-5.016156227172575	5.27154690079321e-07	3.212798647664382e-05	3	0	3	2.8960791480553034	lower_in_sensitive	5.016156227172575
UVRAG	-5.0112242580792685	5.408484063692733e-07	3.285825223252313e-05	3	0	3	2.8932316743716484	lower_in_sensitive	5.0112242580792685
IL10RA	-5.01021819250802	5.436835819625652e-07	3.292630096693163e-05	3	0	3	2.8926508221432656	lower_in_sensitive	5.01021819250802
FSCN1	5.007155067221685	5.524042293259864e-07	3.326481166721909e-05	3	3	0	2.8908823259346383	higher_in_sensitive	5.007155067221685
RGL3	-5.007038562954461	5.527385624462387e-07	3.326481166721909e-05	3	0	3	2.890815062164595	lower_in_sensitive	5.007038562954461
HJURP	5.005617841028439	5.568313460942865e-07	3.34064005697441e-05	3	3	0	2.8899948079781623	higher_in_sensitive	5.005617841028439
ATP6V0E2	-5.000492289977085	5.718411496365779e-07	3.420001990879446e-05	3	0	3	2.8870355696989183	lower_in_sensitive	5.000492289977085
OR51T1	-4.999461336448005	5.749069857687015e-07	3.427659724468177e-05	3	0	3	2.8864403484013814	lower_in_sensitive	4.999461336448005
MARVELD2	-4.9977513581831525	5.800270658497282e-07	3.447479755474638e-05	3	0	3	2.8854530919898607	lower_in_sensitive	4.9977513581831525
ASPHD2	4.992928057671021	5.947071458494265e-07	3.5238233907460774e-05	3	3	0	2.882668358140799	higher_in_sensitive	4.992928057671021
JAKMIP2	-4.9920075179332	5.975492868298783e-07	3.529769602633847e-05	3	0	3	2.8821368842753685	lower_in_sensitive	4.9920075179332
TUBB6	4.987991278145009	6.101032243236943e-07	3.5866924398237425e-05	3	3	0	2.8798181071525266	higher_in_sensitive	4.987991278145009
SLC40A1	-4.987732049716646	6.10922193886011e-07	3.5866924398237425e-05	3	0	3	2.8796684415496294	lower_in_sensitive	4.987732049716646
TSPAN31	-4.984037238682025	6.227108691393996e-07	3.632701761396905e-05	3	0	3	2.877535241404186	lower_in_sensitive	4.984037238682025
MAN1C1	-4.983982954041002	6.228856935707289e-07	3.632701761396905e-05	3	0	3	2.8775039001520786	lower_in_sensitive	4.983982954041002
PYHIN1	4.983502315822359	6.244356606214078e-07	3.632701761396905e-05	3	3	0	2.877226403547162	higher_in_sensitive	4.983502315822359
CCDC18	4.981517793557251	6.308748206749084e-07	3.659073959914469e-05	3	3	0	2.8760806390831894	higher_in_sensitive	4.981517793557251
MISP3	-4.975370604169591	6.512292450214177e-07	3.7657527246750534e-05	3	0	3	2.872531557635464	lower_in_sensitive	4.975370604169591
E2F7	4.974059837483066	6.556505609099472e-07	3.7769764304435534e-05	3	3	0	2.871774786136154	higher_in_sensitive	4.974059837483066
RPS6KA6	-4.973630516098893	6.571049733139633e-07	3.7769764304435534e-05	3	0	3	2.8715269173194335	lower_in_sensitive	4.973630516098893
SOX13	-4.972868308626643	6.596947675680431e-07	3.780543327692923e-05	3	0	3	2.8710868566301513	lower_in_sensitive	4.972868308626643
POLR2F	4.96661190217775	6.813274547981779e-07	3.892894189647446e-05	3	3	0	2.867474718682723	higher_in_sensitive	4.96661190217775
NAGLU	-4.9658303685559275	6.840773052168366e-07	3.8970077464548456e-05	3	0	3	2.867023500035783	lower_in_sensitive	4.9658303685559275
HMMR	4.9642685329188145	6.896047486781373e-07	3.903384686375255e-05	3	3	0	2.866121773810266	higher_in_sensitive	4.9642685329188145
KIF2C	4.963921158086187	6.908399693476391e-07	3.903384686375255e-05	3	3	0	2.8659212168571386	higher_in_sensitive	4.963921158086187
OR1Q1	-4.963792954996001	6.912963815853665e-07	3.903384686375255e-05	3	0	3	2.8658471987685092	lower_in_sensitive	4.963792954996001
GZMA	4.959555886088817	7.065452009201491e-07	3.977787321778599e-05	3	3	0	2.8634009258943713	higher_in_sensitive	4.959555886088817
